,Coin,symbol,Price,Change_1hr,Change_24hr,Change_7d,Volume_24hr,Market_Cap
5336,HecoFi,HFI,2.9672517e-05,0.001,0.02,-0.09,49.41,325638762.13816655
5337,DoKEN V2,DKN,1.04543e-07,-0.006999999999999999,-0.066,-0.375,1203.68,325638762.13816655
5338,OneRare,ORARE,0.045581822004,-0.006,0.0,-0.187,4.0,325638762.13816655
5339,PulseDoge,PULSEDOGE,0.000496746359,-0.017,-0.001,-0.157,78.06,325638762.13816655
5340,Strip Finance,STRIP,0.016877885906,-0.002,-0.0,-0.027000000000000003,1059.99,325638762.13816655
5341,Sound Coin,SOUND,3.4547e-08,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5342,GMCoin,GMCOIN,0.081752926406,-0.0,0.008,0.028999999999999998,301991.0,325638762.13816655
5343,Tribe Token,TRIBEX,0.004227346088,-0.012,-0.109,0.884,39623.95,325638762.13816655
5344,Wrapped Huobi,WHT,3.67,0.002,0.033,-0.098,116857.0,325638762.13816655
5345,The Dynasty,DYT,0.000426501875,-0.008,0.006,-0.08800000000000001,2.11,325638762.13816655
5346,Great Bounty Dealer,GBD,0.002504307178,-0.0,0.001,-0.006,52349.06,325638762.13816655
5347,Floki Rocket,RLOKI,2.6939e-08,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5348,Degree Crypto,DCT,286.19,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5349,Official Crypto Cowboy,OCCT,3e-12,-0.006,-0.003,0.359,924.42,325638762.13816655
5350,DXBPay,DXB,2.792e-09,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5351,Jaiho Crypto,JAIHO,0.001392370706,-0.006999999999999999,0.038,-0.066,422.94,325638762.13816655
5352,EnterButton,ENTC,2.57,0.027999999999999997,-0.048,-0.324,2137716.0,325638762.13816655
5353,Crazy Bunny Equity,CBUNNY,1.1075e-08,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5354,Unityventures,UV,0.211142,-0.006999999999999999,-0.021,-0.055999999999999994,189.14,325638762.13816655
5355,Shiba Elon,ESHIB,5.11e-10,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5356,Sleepy-Shib,SLEEPY-SHIB,0.0,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5357,Godzilla,GODZ,1.64e-10,-0.006999999999999999,-0.028999999999999998,-0.078,121.43,325638762.13816655
5358,Hash Bridge Oracle,HBO,0.002177948015,0.006999999999999999,-0.01,-0.12,5393.84,325638762.13816655
5359,Quantfury,QTF,9.7,-0.003,0.011000000000000001,-0.023,23118.86,325638762.13816655
5360,ChangeNOW,NOW,0.060048485619,-0.008,0.015,0.01,347.53,325638762.13816655
5361,MktCoin,MKT,5.540986e-06,-0.002,0.045,-0.047,3.43,325638762.13816655
5362,SproutsExtreme,SPEX,4.61065e-07,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5363,Hunger,HUNGER,5.7931025e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5364,IoTexShiba,IOSHIB,5.85703e-07,0.012224825318536775,0.071,-0.001,0.020678876105,325638762.13816655
5365,NFTFundArt,NFA,2.9e-11,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5366,XTRABYTES,XBY,0.001360351381,-0.024,0.027999999999999997,-0.391,112.96,325638762.13816655
5367,EnviDa,EDAT,0.314174,0.001,-0.021,0.032,11948.25,325638762.13816655
5368,GSMcoin,GSM,0.00541484423,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5369,Almond,ALM,2.172437e-06,0.693,-0.222,-0.028999999999999998,63.57,325638762.13816655
5370,Green Life Energy,GLE,0.008535310521,-0.006999999999999999,-0.0,-0.075,234.61,325638762.13816655
5371,DeVolution,DEVO,0.003384199826,0.052000000000000005,0.061,0.068,7506.15,325638762.13816655
5372,Zetacoin,ZET,0.002446568827,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5373,OPPA,OPPA,1.94862e-07,-0.008,-0.006999999999999999,0.521,0.427866,325638762.13816655
5374,BLOCKS,BLOCKS,0.000948544313,-0.008,0.035,0.023,81078.57,325638762.13816655
5375,IDM Coop,IDM,0.000121599516,0.012224825318536775,0.022000000000000002,-0.037000000000000005,46.18,325638762.13816655
5376,HydroLink,HLNK,0.002289189459,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5377,ENNO Cash,ENNO,0.044226297783,-0.0,-0.011000000000000001,-0.174,11298.49,325638762.13816655
5378,SLNV2,SLNV2,0.000160806074,-0.003,-0.040999999999999995,-0.064,17144.48,325638762.13816655
5379,CryptoSnake,SNK,0.000309053414,-0.005,0.003,-0.004,52.7,325638762.13816655
5380,Santa Coin,SANTA,9.59e-10,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5381,Titan Coin,TTN,8.9871553e-05,-0.006999999999999999,0.031,-0.005,1.03,325638762.13816655
5382,Tractor Joe,TRACTOR,5.3415529e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5383,NoGoal,INO,4.912766e-06,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5384,Schrodinger,KITTY DINGER,7.02406e-07,-0.004,0.039,-0.012,0.000181074765,325638762.13816655
5385,Pub Finance,PINT,0.106057,-0.006999999999999999,-0.065,-0.24600000000000002,3971.1,325638762.13816655
5386,Wolfecoin,WOLFE,3.3167073e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5387,CryptoBlast,CBT,3.781942e-06,-0.005,0.008,-0.067,20702.57,325638762.13816655
5388,Swole Doge,SWOLE,5.543134e-06,-0.076,-0.22,-0.26899999999999996,184.62,325638762.13816655
5389,Wrapped CRO,WCRO,0.068939466078,-0.006999999999999999,0.035,-0.042,1773079.0,325638762.13816655
5390,Chimeras,CHIM,0.015330571793,-0.009000000000000001,-0.02,-0.099,590.2,325638762.13816655
5391,QiSwap,QI,0.014446299094,0.011000000000000001,0.049,-0.069,26119.42,325638762.13816655
5392,Raven Dark,XRD,0.000195886961,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5393,GoldMiner,GM,1.999552e-06,-0.008,-0.031,-0.055,13418.95,325638762.13816655
5394,Space SIP,SIP,0.00016528071,0.001,0.005,0.025,49.01,325638762.13816655
5395,SwapTracker,SWPT,2.07491e-07,0.001,0.016,-0.1,348.26,325638762.13816655
5396,Shambala,BALA,1.42e-10,0.001,-0.065,-0.25,353.42,325638762.13816655
5397,SmarterCoin,SMRTR,7.7078e-08,-0.006999999999999999,0.063,0.017,1513.45,325638762.13816655
5398,Entropyfi,ERP,0.001545845598,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5399,Envoy,ENV,0.002261344638,0.009000000000000001,0.062,-0.083,3657.7,325638762.13816655
5400,POLYX,PXT,0.00011127331,0.012224825318536775,0.004,0.035,103.66,325638762.13816655
5401,Hamdan Coin,HMC,2.212381e-06,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5402,EagonSwap,EAGON,0.000185979126,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5403,ShibElon,SHIBELON,8.09433e-07,0.002,-0.016,0.509,57836.46,325638762.13816655
5404,FOMO BABY,FOMOBABY,6e-12,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5405,Big Dog Coin,BDOG,1.665e-09,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5406,Energy8,E8,2.639e-09,-0.009000000000000001,0.036000000000000004,-0.063,80.07,325638762.13816655
5407,SHIBGF,SHIBGF,6.12e-10,-0.005,-0.278,-0.08800000000000001,58132.17,325638762.13816655
5408,HecoFi,HFI,2.9672517e-05,0.001,0.02,-0.09,49.41,325638762.13816655
5409,Scientia,SCIE,0.000368084296,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5410,OneRare,ORARE,0.045581822004,-0.006,0.0,-0.187,4.0,325638762.13816655
5411,Titania,TITANIA,1e-12,-0.008,0.004,-0.23,25.07,325638762.13816655
5412,PulseDoge,PULSEDOGE,0.000496746359,-0.017,-0.001,-0.157,78.06,325638762.13816655
5413,FC Porto,PORTO,2.28,-0.008,0.026000000000000002,-0.047,2620318.0,325638762.13816655
5414,GMCoin,GMCOIN,0.081752926406,-0.0,0.008,0.028999999999999998,301991.0,325638762.13816655
5415,Wrapped Huobi,WHT,3.67,0.002,0.033,-0.098,116857.0,325638762.13816655
5416,Great Bounty Dealer,GBD,0.002504307178,-0.0,0.001,-0.006,52349.06,325638762.13816655
5417,CryptoXpress,XPRESS,0.071655112506,-0.008,0.043,-0.04,25011.98,325638762.13816655
5418,DXBPay,DXB,2.792e-09,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5419,Universal Floki Coin,UFLOKI,4.04e-10,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5420,EnterButton,ENTC,2.57,0.027999999999999997,-0.048,-0.324,2137716.0,325638762.13816655
5421,Crazy Bunny Equity,CBUNNY,1.1075e-08,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5422,Unityventures,UV,0.211142,-0.006999999999999999,-0.021,-0.055999999999999994,189.14,325638762.13816655
5423,Maximus,MAXI,0.010026414679,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5424,Godzilla,GODZ,1.64e-10,-0.006999999999999999,-0.028999999999999998,-0.078,121.43,325638762.13816655
5425,YetiCoin,YETIC,2.62e-10,-0.008,-0.828,0.027999999999999997,475.69,325638762.13816655
5426,Hash Bridge Oracle,HBO,0.002177948015,0.006999999999999999,-0.01,-0.12,5393.84,325638762.13816655
5427,Quantfury,QTF,9.7,-0.003,0.011000000000000001,-0.023,23118.86,325638762.13816655
5428,ChangeNOW,NOW,0.060048485619,-0.008,0.015,0.01,347.53,325638762.13816655
5429,MktCoin,MKT,5.540986e-06,-0.002,0.045,-0.047,3.43,325638762.13816655
5430,SproutsExtreme,SPEX,4.61065e-07,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5431,Panda Coin,PANDA,2.758231e-06,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5432,XTRABYTES,XBY,0.001360351381,-0.024,0.027999999999999997,-0.391,112.96,325638762.13816655
5433,GSMcoin,GSM,0.00541484423,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5434,Squid Game,SQUID,0.006923444511,-0.005,-0.018000000000000002,-0.12300000000000001,791667.0,325638762.13816655
5435,DogeZilla Token,DOGEZ,4.069e-09,-0.006,0.023,0.055999999999999994,276.71,325638762.13816655
5436,Zetacoin,ZET,0.002446568827,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5437,BLOCKS,BLOCKS,0.000948544313,-0.008,0.035,0.023,81078.57,325638762.13816655
5438,IDM Coop,IDM,0.000121599516,0.012224825318536775,0.022000000000000002,-0.037000000000000005,46.18,325638762.13816655
5439,HydroLink,HLNK,0.002289189459,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5440,ENNO Cash,ENNO,0.044226297783,-0.0,-0.011000000000000001,-0.174,11298.49,325638762.13816655
5441,ChihuahuaSol,CHIH,3.160762e-06,-0.175,0.353,0.222,10.21,325638762.13816655
5442,SLNV2,SLNV2,0.000160806074,-0.003,-0.040999999999999995,-0.064,17144.48,325638762.13816655
5443,CryptoSnake,SNK,0.000309053414,-0.005,0.003,-0.004,52.7,325638762.13816655
5444,Santa Coin,SANTA,9.59e-10,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5445,Titan Coin,TTN,8.9871553e-05,-0.006999999999999999,0.031,-0.005,1.03,325638762.13816655
5446,Tractor Joe,TRACTOR,5.3415529e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5447,NoGoal,INO,4.912766e-06,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5448,Schrodinger,KITTY DINGER,7.02406e-07,-0.004,0.039,-0.012,0.000181074765,325638762.13816655
5449,Pub Finance,PINT,0.106057,-0.006999999999999999,-0.065,-0.24600000000000002,3971.1,325638762.13816655
5450,Wolfecoin,WOLFE,3.3167073e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5451,Swole Doge,SWOLE,5.543134e-06,-0.076,-0.22,-0.26899999999999996,184.62,325638762.13816655
5452,Chimeras,CHIM,0.015330571793,-0.009000000000000001,-0.02,-0.099,590.2,325638762.13816655
5453,QiSwap,QI,0.014446299094,0.011000000000000001,0.049,-0.069,26119.42,325638762.13816655
5454,Raven Dark,XRD,0.000195886961,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5455,Space SIP,SIP,0.00016528071,0.001,0.005,0.025,49.01,325638762.13816655
5456,Shambala,BALA,1.42e-10,0.001,-0.065,-0.25,353.42,325638762.13816655
5457,Life v2,LTNV2,4.107e-09,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5458,SmarterCoin,SMRTR,7.7078e-08,-0.006999999999999999,0.063,0.017,1513.45,325638762.13816655
5459,Entropyfi,ERP,0.001545845598,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5460,Envoy,ENV,0.002261344638,0.009000000000000001,0.062,-0.083,3657.7,325638762.13816655
5461,Titan Hunters,TITA,0.001137427836,0.0,-0.175,-0.677,78760.01,325638762.13816655
5462,KUSD-T,KUSD-T,1.38,-0.004,0.05,0.002,44298.19,325638762.13816655
5463,Banana Bucks,BAB,5.302477e-06,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5464,BecoSwap,BECO,0.002503992216,-0.004,0.05,0.002,757.37,325638762.13816655
5465,Guarded Ether,GETH,1506.24,-0.006999999999999999,0.001,-0.059000000000000004,628.96,325638762.13816655
5466,BlockchainPoland,BCP,0.008087477858,-0.001,-0.003,0.02,725.25,325638762.13816655
5467,Selfbar,SBAR,0.273548,0.012224825318536775,-0.156,0.002,47.29,325638762.13816655
5468,Rocket Raccoon,ROC,9.3e-11,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5469,Zada,ZADA,2.49908e-07,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5470,KEEPs Coin,KVERSE,0.000730381239,0.013999999999999999,0.14,-0.032,59313.62,325638762.13816655
5471,Bamboo Coin,BMBO,1.197548e-06,-0.012,-0.004,0.11,2.88,325638762.13816655
5472,Moongame,MGT,1.3732168e-05,0.001,-0.0,-0.005,14339.35,325638762.13816655
5473,Seadog Metaverse,SEADOG,0.000757819673,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5474,BabyDogeZilla,BABYDOGEZILLA,1.6e-11,-0.008,-0.003,-0.0,344.33,325638762.13816655
5475,nSights,NSI,3.852e-09,-0.031,0.025,-0.045,1243.18,325638762.13816655
5476,RiceSwap,RICE,0.050246588088,-0.031,-0.068,0.439,52794.84,325638762.13816655
5477,COWRY,COW,0.003458197244,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5478,GlobalCoin,GLC,0.000232919243,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5479,Centcex,CENX,0.000948309554,-0.003,0.002,-0.133,18899.7,325638762.13816655
5480,Perpetuum Coin,PRP,0.001976994115,-0.008,0.013999999999999999,-0.011000000000000001,59.87,325638762.13816655
5481,Kripto Galaxy Battle,KABA,0.008219068694,0.019,0.026000000000000002,-0.013000000000000001,0.007603786208,325638762.13816655
5482,ShibaZilla,SHIBAZILLA,0.0,-0.022000000000000002,-0.045,0.153,14881.71,325638762.13816655
5483,NitroEX,NTX,0.00010505559,-0.002,0.001,-0.076,5411.32,325638762.13816655
5484,Memeflate,MFLATE,1e-12,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5485,Artificial Intelligence,AI,4.05335e-07,-0.032,0.002,-0.162,8216.31,325638762.13816655
5486,GELD Finance,GELDF,0.103072,0.0,-0.001,-0.005,71426.54,325638762.13816655
5487,Synthetic USD,XUSD,1.01,-0.002,-0.0,-0.001,342.61,325638762.13816655
5488,rHEGIC2,RHEGIC2,0.026733572572,0.001,0.025,-0.087,1060.61,325638762.13816655
5489,Naka Bodhi,NBOT,0.007463295631,0.001,-0.004,-0.08,11869.25,325638762.13816655
5490,Wanaka Farm WAIRERE,WAI,0.000172828595,-0.002,-0.005,-0.023,115.21,325638762.13816655
5491,PolyGamma Finance,GAMMA,0.05239207066,-0.01,0.025,0.012,21.52,325638762.13816655
5492,Bali Social Integrated,BSI,0.360558,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5493,HELLMOON,HMOON,3.8226e-08,-0.006999999999999999,-0.006,-0.06,2.14,325638762.13816655
5494,GameStation,GAMER,0.013237864177,-0.006999999999999999,-0.008,-0.196,1784.03,325638762.13816655
5495,Infinity Game NFT,IGN,2.4640454e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5496,Dequant,DEQ,0.001699146052,-0.005,-0.212,-0.248,3.71,325638762.13816655
5497,HashNet BitEco,HNB,0.009792822996,-0.024,-0.03,-0.14400000000000002,13608.15,325638762.13816655
5498,Algebra,ALGB,0.009486733903,-0.016,0.183,0.12,2999.92,325638762.13816655
5499,TrustKeys Network,TRUSTK,0.073923993199,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5500,LP-sCurve,SCURVE,1.06,-0.075,0.0,0.0,0.0,325638762.13816655
5501,MOTIV Protocol,MOV,0.000230542479,-0.075,-0.397,-0.302,4892.47,325638762.13816655
5502,DoragonLand,DOR,0.000228261378,-0.008,0.039,-0.009000000000000001,362.0,325638762.13816655
5503,GizaDao,GIZA,19.68,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5504,4JNET,4JNET,6.6e-10,-0.003,0.001,-0.077,34091.31,325638762.13816655
5505,LP-yCurve,YCURVE,1.14,0.0,0.0,0.0,21.81,325638762.13816655
5506,TerraUSD (Wormhole),UST,0.021745342755,-0.006,0.004,-0.07400000000000001,27691.16,325638762.13816655
5507,FireFlame Inu,FIRE,0.0,-0.002,0.012,-0.07400000000000001,1.09,325638762.13816655
5508,Luxy,LUXY,0.015244534607,-0.002,-0.06,-0.019,62492.39,325638762.13816655
5509,Stamen Tellus Token,STT,8.1883267e-05,-0.002,-0.016,-0.10400000000000001,146.85,325638762.13816655
5510,BITICA COIN,BDCC,0.069841819406,0.009000000000000001,-0.134,-0.198,103750.0,325638762.13816655
5511,Honey Deluxe,HONEYD,0.031647631079,-0.008,0.024,-0.075,31.58,325638762.13816655
5512,GamingShiba,GAMINGSHIBA,1.6e-11,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5513,CheeseDAO,CHEEZ,1.87,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5514,INTEXCOIN,INTX,5.1048466e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5515,BlockBase,BBT,0.000348231173,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5516,Novem Gold,NNN,76.74,-0.004,0.054000000000000006,0.027000000000000003,168901.0,325638762.13816655
5517,MooMonster,MOO,0.002236525109,-0.004,-0.01,-0.092,12964.12,325638762.13816655
5518,Rowan Coin,RWN,0.000669909015,-0.001,0.028999999999999998,-0.114,6071.16,325638762.13816655
5519,Catscoin,CATS,8.5075865e-05,-0.003,-0.21100000000000002,-0.385,42.7,325638762.13816655
5520,KingPad,CROWN,0.081648821719,-0.009000000000000001,0.025,-0.16699999999999998,35620.64,325638762.13816655
5521,Ormeus Cash,OMC,0.000200177556,-0.0,-0.001,-0.005,867.53,325638762.13816655
5522,The Monopolist,MONO,7.0748191e-05,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5523,Peoplez,LEZ,0.054962681838,0.0,0.027999999999999997,0.003,17228.71,325638762.13816655
5524,Kanga Exchange,KNG,2.59,-0.001,-0.006999999999999999,0.048,888286.0,325638762.13816655
5525,BuffSwap,BUFFS,0.02797542628,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5526,Small Fish Cookie,SFC,0.008026659477,0.001,0.001,-0.003,194.81,325638762.13816655
5527,Coxswap [OLD],COX,1.322e-09,0.001,0.005,-0.009000000000000001,11.23,325638762.13816655
5528,Genius Yield,GENS,0.437942,-0.025,0.063,-0.004,20558.37,325638762.13816655
5529,AvaPay,AVAPAY,9e-12,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5530,Aurora Dimension,$ADTX,1.3e-11,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5531,Social Swap,SST,0.005503325714,-0.002,-0.102,0.20199999999999999,0.481541,325638762.13816655
5532,Doge Rise Up,DOGERISEUP,1.53e-10,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5533,Solar Full Cycle,SFC,0.000245517176,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5534,Bitcoin BR,BTCBR,4.79136e-07,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5535,Charm,CHARM,1.097082e-05,-0.004,-0.002,0.003,40.5,325638762.13816655
5536,Spintop,SPIN,0.009641437066,-0.01,0.011000000000000001,-0.094,4877.42,325638762.13816655
5537,KaraStar UMY,UMY,0.001026405661,-0.006999999999999999,-0.026000000000000002,-0.09300000000000001,375.03,325638762.13816655
5538,Asko,ASKO,0.000184910832,-0.006,0.033,0.175,21626.82,325638762.13816655
5539,YESorNO,YON,0.000894387182,0.001,0.025,-0.016,1872.78,325638762.13816655
5540,Bithachi,BITH,8.9557e-08,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5541,Aave BUSD v1,ABUSD,0.994676,0.0,-0.006,-0.006999999999999999,465058.0,325638762.13816655
5542,Fintropy,FINT,0.00531448708,-0.001,-0.003,-0.006,10.36,325638762.13816655
5543,Aave ZRX v1,AZRX,0.234728,-0.0,0.09300000000000001,-0.003,0.0,325638762.13816655
5544,Kryxivia Game,KXA,0.012113978434,-0.003,0.126,-0.091,62539.6,325638762.13816655
5545,Aave WBTC v1,AWBTC,28223.91,-0.006999999999999999,0.044000000000000004,0.004,38.66,325638762.13816655
5546,Zomfi,ZOMFI,0.000532236621,-0.001,0.002,-0.001,0.521592,325638762.13816655
5547,Aave SNX v1,ASNX,2.45,0.0,0.043,-0.135,49381.71,325638762.13816655
5548,Shibana,BANA,6.7031e-08,-0.012,-0.003,0.022000000000000002,0.131852,325638762.13816655
5549,Aave MKR v1,AMKR,685.56,-0.0,0.027000000000000003,0.005,0.0,325638762.13816655
5550,Floshin,FLOSHIN,1.4e-11,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5551,RematicEGC,RMTX,4.98e-10,-0.009000000000000001,-0.003,-0.063,250.28,325638762.13816655
5552,Aave MANA v1,AMANA,0.594745,-0.0,0.045,-0.02,1491.51,325638762.13816655
5553,Aave LINK v1,ALINK,7.27,0.0,0.061,-0.019,12710.52,325638762.13816655
5554,Aave KNC v1,AKNC,0.732423,0.0,0.109,0.004,33.98,325638762.13816655
5555,Synex Coin,MINECRAFT,0.000611378902,-0.012,0.051,0.11,28.86,325638762.13816655
5556,ShibaGalaxy,SHIBGX,4.18786e-07,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5557,KRYZA Exchange,KRX,0.00605425114,-0.006,0.04,-0.006999999999999999,30.45,325638762.13816655
5558,TravGoPV,TPV,1.075e-09,-0.008,0.003,-0.07200000000000001,131.45,325638762.13816655
5559,Kounotori,KTO,8.788e-09,-0.008,0.04,-0.415,17775.61,325638762.13816655
5560,USD Mars,USDM,0.531794,0.0,0.01,0.025,100.03,325638762.13816655
5561,Atrollcity,PINE,7.81887e-07,-0.003,0.002,-0.061,26.05,325638762.13816655
5562,MetaSafeMoon,METASFM,7.1e-11,-0.003,0.003,-0.16,137.81,325638762.13816655
5563,Aave BAT v1,ABAT,0.254795,0.0,0.061,0.016,2.42,325638762.13816655
5564,Aave USDT v1,AUSDT,0.997406,0.0,0.006999999999999999,-0.003,322286.0,325638762.13816655
5565,Simpli Finance,SIMPLI,0.000265289071,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5566,Aave TUSD v1,ATUSD,0.994543,-0.006999999999999999,-0.006,-0.009000000000000001,207280.0,325638762.13816655
5567,WX Network Token,WX,0.020083254517,-0.018000000000000002,-0.10300000000000001,-0.7020000000000001,30268.6,325638762.13816655
5568,Wasdaq Finance,WSDQ,0.004418660957,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5569,Aave SUSD v1,ASUSD,0.997691,0.0,-0.005,-0.011000000000000001,166827.0,325638762.13816655
5570,Proof Of Liquidity,POL,0.014971586911,0.009000000000000001,0.027999999999999997,0.028999999999999998,183576.0,325638762.13816655
5571,Humans.ai,HEART,0.013855611561,-0.015,0.012,-0.099,126231.0,325638762.13816655
5572,Insight Protocol,INX,0.000418383491,0.013000000000000001,0.076,-0.076,388980.0,325638762.13816655
5573,UniWorld,UNW,0.000699120584,-0.001,0.006,0.205,44156.93,325638762.13816655
5574,LUCA,LUCA,0.740893,-0.001,-0.003,-0.028999999999999998,25107.23,325638762.13816655
5575,Xtremcoin,XTR,0.099052692729,-0.001,0.02,-0.015,66965.46,325638762.13816655
5576,Twelve Legions,CTL,0.00029822614,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5577,Smash Cash,SMASH,1.3804882e-05,-0.006999999999999999,-0.003,-0.13699999999999998,50.58,325638762.13816655
5578,Aave USDC v1,AUSDC,0.991782,-0.006999999999999999,-0.005,-0.017,128.25,325638762.13816655
5579,Liquid ICP,LICP,0.003717572337,-0.003,0.02,-0.019,37.48,325638762.13816655
5580,Loon Network,LOON,0.002694691481,-0.002,0.062,0.077,88271.64,325638762.13816655
5581,Lady Uni,LUNI,0.00090879936,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5582,Gold Mining Members,GMM,0.044523559736,-0.0,-0.03,-0.11800000000000001,519.37,325638762.13816655
5583,HeroFi ROFI,ROFI,0.015083462501,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,325638762.13816655
5584,Freedom. Jobs. Business,$FJB,0.000167406525,0.019,0.106,0.402,13800.55,325638762.13816655
5585,Particle Technology,PART,0.003322558103,-0.008,-0.002,0.402,1.82,325638762.13816655
